eventId,userId,hintType,eventType,action,modalType,challengeId,exerciseId,exerciseIndex,attemptNumber,timestamp
pOhiOYn5Bn5FC49I2mC2,suG5O6R21eMDKumAII2D3rom6TQ2,aural,hint,aural_used,,challenge-01,,,,08:33:28
pSSrKHktLHBIXdnngRIY,BMoJ0ooDLgc8USK7WVIAQRB0J433,visual,ui,modal_open,visual,challenge-03,,,,21:23:56
pTtRhzP1jWPRUvWOxGkt,w66NO5QQJ2Yl8EqGGL1gpr0R3Hl1,reading,ui,modal_open,read,challenge-03,,,,12:19:24
pUfVnoeOk2ZSzNpm6eCI,veogvd0RUXcijdmOVT8blk7TpEk1,aural,hint,aural_used,,challenge-03,,,,19:18:33
pUiY26KXdvIklOrFl2Jy,Go3mxmtyVoNeeS7eMgXUwbCOmZL2,reading,ui,modal_open,read,challenge-02,,,,07:21:53
pXOBqyaACAWO9fqfrGu0,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,reading,ui,modal_open,read,challenge-01,,,,12:33:29
pYwSBnHpQeqBDFxyYn0Q,hWXtFxXLsWWxWNoDTFWRGW0Uzcg1,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-3,2.0,1.0,09:59:30
pcmNSSPmaQe4OKjYaioz,hWXtFxXLsWWxWNoDTFWRGW0Uzcg1,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,10:19:39
pgcTo52RLneQrnqy7Szm,zFa9MeNb4obPmflz1NI2tj9LaOo1,visual,ui,modal_open,visual,challenge-03,,,,17:26:46
phtiyOTusPRZVLKiXgAv,oj4E38eqfWZ5Qa3LbNyRp1nnM303,aural,hint,aural_used,,challenge-02,,,,09:36:41
pltRFligscBvq2cpnGk5,GdnIy8sWnnSCctzcmgY42n9TZbS2,aural,hint,aural_used,,challenge-01,,,,15:45:58
puXWPVmTQ8UcT0Uc42aC,4ymQ69qFixb38txdo6V1AMYF5dJ2,visual,ui,modal_open,visual,challenge-04,,,,12:19:40
pvG20wdNwZhKYr9qLcYE,mZ4X4O1y3qhkPpQGIL0T8Yud3jk1,aural,hint,aural_used,,challenge-04,,,,16:16:35
pzS0x6FdMMcq8A8JHiur,wzbHGfHbyhO1q8k3FnB2y5kITFO2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,03:42:33
q4T0Luw2oo7M6uSnBoq9,8X1U7kLmdWT6AlLSHuIDOxCHoLG3,reading,ui,modal_open,read,challenge-01,,,,08:24:57
q71L1uIhw1KMmVszDnIo,veogvd0RUXcijdmOVT8blk7TpEk1,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,19:55:43
q7b702RNGlVWDmA1NLBV,NBscVTaKtSMIbdAPL53zrm5s9cq2,reading,ui,modal_open,read,challenge-02,,,,13:08:13
q8LQq01NNPXTUNNBbcOL,FoqmXfwfq1csYj8njGP8DWa2b543,aural,hint,aural_used,,challenge-04,,,,07:24:48
qGorkFUxQ5RflYQUcVHD,uwRIIGr8e8OroN0bHN2cVomJQcS2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,14:59:41
qHCpe2KXWhMOT569uso6,EduFuSCFqHgn1bYFL9sG2tKYl3P2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-3,2.0,1.0,07:30:45
qJEa2ZqPxMO5h4SEGHnX,kLvJEhEkhMhvkNA5DbAVjnjVxXJ3,visual,ui,modal_open,visual,challenge-03,,,,06:26:37
qJN6ZCtO78uTuBSvyXLa,rguXmGwXyWVqrCNZS4VqAvrKPu22,visual,ui,modal_open,visual,challenge-03,,,,18:17:18
qLESr1A2IMrHZ7OKRupR,qAeQm0pTzKPNY9C5a3AJBPkHmKB2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-3,2.0,1.0,11:18:01
qOtH1VrPhIjhpexZCeel,lC8kKniWzYSNbF8Kcp0XHFb9Lo02,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,16:54:00
qRtLRuxnUqUyqW16j2mj,urGcQsf6T0PNIks9nu3VHX3hHGW2,visual,ui,modal_open,visual,challenge-04,,,,15:14:53
qVlco77ubLM23M5K3RYK,BMoJ0ooDLgc8USK7WVIAQRB0J433,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-2,1.0,1.0,21:33:39
qZmjxmtCyOlySf89SFKO,pGcDOMzDgNXgiaUyRZPBmY08ZRD3,visual,ui,modal_open,visual,challenge-04,,,,15:44:01
qaFrij8SboJw6C4nuFSc,l25ZEPmtAaf9IgYYXl6Yk5KjKng2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,16:42:50
qbKLlGVx5Z0YHEzaAr9A,rgSIu0JBesR87xtQ43cgZk3syba2,visual,ui,modal_open,visual,challenge-03,,,,15:26:59
qesXh7fk1tXGT0X9Z2uh,V1GIccJUruegbhv4QhivaNSWY5l2,visual,ui,modal_open,visual,challenge-03,,,,16:29:56
qghzA06NwsS0NSi4nXNL,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-2,1.0,1.0,12:30:12
qkvOp6Oil5Ybv1rh9spJ,lC8kKniWzYSNbF8Kcp0XHFb9Lo02,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,16:50:14
qnnfYl0uBdBypigt7lQE,USpySgtjrtQluhGvGY1x6htXlub2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,12:13:49
qqipnFl4LlP0dNkrFVeq,M8IOfNHJ3DPsU6GBcaI1irL29S13,reading,ui,modal_open,read,challenge-03,,,,05:04:23
qvBVSURgsEBdu6VTv4oA,SpkysL7WcUgpILEQovruJSrPCV43,visual,ui,modal_open,visual,challenge-04,,,,08:11:10
qvrNKNZUYAzXxfXorwy1,t8fS4QO0AQVhCJewCrMTuroYXyE2,aural,hint,aural_used,,challenge-03,,,,14:59:51
qxURdqPWEQMHseVm7KHM,veogvd0RUXcijdmOVT8blk7TpEk1,aural,hint,aural_used,,challenge-02,,,,18:13:51
r1Hnw6WdXWZhIJBsfRcC,qmaXfPGzvsT2wS1h2zEJuPT4EeH2,visual,ui,modal_open,visual,challenge-03,,,,20:56:02
r4cTRvrXhujIgVkHhbTJ,cb8x3D3oRnaRH8Cu2OcXVWZzcew1,reading,ui,modal_open,read,challenge-02,,,,08:28:16
r9HEfFMvdncNaSpcjp5q,C6Ccvx84rmhhMsknuMMmSwJMewY2,reading,ui,modal_open,read,challenge-03,,,,06:33:01
rA3rOtFURQLAOi3ng4P5,kaiY9GQRfVeWi2xFO0KAalmK6tu2,reading,ui,modal_open,read,challenge-03,,,,05:24:52
rDMMcM281LOOyDJyZclo,eJ9UGbw7ssedUP4iAbhbCoTex9D2,visual,ui,modal_open,visual,challenge-03,,,,13:11:31
rIHvjoq4CAKt8Ozsk6dA,PqVKxlXss3cDDdtRE5MsRD48ZEO2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,17:05:21
rIJ2IAubp7Rg1M1haQy3,DDr9mZFMKqSFTOCMUQvS8x3Ygqo2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-3,2.0,1.0,04:46:58
rIkAp8oJiIDVvqNYqdaF,w66NO5QQJ2Yl8EqGGL1gpr0R3Hl1,reading,ui,modal_open,read,challenge-01,,,,12:25:02
rJkEMnlcrKz48pY4XJ6t,DnkAenl2GEbhjW7EyPYXMDGeFdY2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-2,1.0,1.0,07:31:52
rKU27KD53UNZOSaUvTiB,NgwjZNdQl0XvLBQ427lWhUFWpF62,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,12:19:54
rRsBAdlIsus7v2dSXqsP,tLNByH3CBLa71TY5MtHZbGlVfwt1,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,13:52:10
rUkPoFsCwNIyJNNQgb5e,2BfAnEj9TdMcCJBtbSlHmEClBs33,visual,ui,modal_open,visual,challenge-01,,,,05:50:36
rUmwkWpR1TXsYAKLJEJC,cE9VlSTzmaZpmywYk5q4WKhBf6u1,reading,ui,modal_open,read,challenge-02,,,,08:57:25
rUpx80KfG8pjEm8Rjd4I,EoPZKTu3abRXQE9vBGTEs8GziDk1,reading,ui,modal_open,read,challenge-03,,,,13:58:26
rgNLhHCK3z2uqIURORjE,SpkysL7WcUgpILEQovruJSrPCV43,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,07:59:09
ri0NHkXlIUH2yKsJI6CP,qAeQm0pTzKPNY9C5a3AJBPkHmKB2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,11:16:17
rlct7eOwFx8Cere1nDdw,Xz6wsw1XsxTP86aTTL7fwCngNwZ2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,08:33:41
rmz0R4MW75fDhAzgNHXY,kBKjwKZ1F8Tk5DDGomvuNSCRgh72,reading,ui,modal_open,read,challenge-02,,,,17:07:50
ro8bnF5wxz9gMtG4HghF,1nyxhWBE11Xdk7Z01CwbQFOoG4n1,aural,hint,aural_used,,challenge-03,,,,14:16:30
rokN48UU4sZROet4RyfN,mZ4X4O1y3qhkPpQGIL0T8Yud3jk1,aural,hint,aural_used,,challenge-04,,,,16:16:40
rp5tcsMEgDi4M6qMSuTy,EduFuSCFqHgn1bYFL9sG2tKYl3P2,visual,ui,modal_open,visual,challenge-01,,,,06:56:19
rqt1eIp8kt7y2oCwTt7c,qmaXfPGzvsT2wS1h2zEJuPT4EeH2,visual,ui,modal_open,visual,challenge-02,,,,21:17:09
rrub3EatYxRbjSuFtXHN,Xz6wsw1XsxTP86aTTL7fwCngNwZ2,visual,ui,modal_open,visual,challenge-01,,,,08:42:52
rssOouOsap8GyFQfmoWR,6ByIyomPk1VBj9itUtVjtuAhG9O2,reading,ui,modal_open,read,challenge-03,,,,03:56:03
ry7n5A3WcXRVVjj1ybFB,urGcQsf6T0PNIks9nu3VHX3hHGW2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-3,2.0,1.0,15:15:38
ryJ52PwUgm3vhBbxRGcI,omi9YZaLfCg526Tq9JbsNbV04ug2,aural,hint,aural_used,,challenge-04,,,,14:38:48
rzSrjeFu9TPvuOGwCEvx,VelqwK39ETToNX7VanpP8b45uAE3,reading,ui,modal_open,read,challenge-04,,,,07:51:17
s4efl0SRRHInfk0yBKQb,DDr9mZFMKqSFTOCMUQvS8x3Ygqo2,visual,ui,modal_open,visual,challenge-02,,,,04:45:22
sDSib3CY1HFC6aB60VhQ,yGDNy0QVtDgfnsAB0YHHXhZ3b0y2,reading,ui,modal_open,read,challenge-01,,,,21:41:13
sHXaaV5dZyvhHf0N4utt,kaiY9GQRfVeWi2xFO0KAalmK6tu2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,05:24:20
sK0XFeN46AqDdlguhvym,2vxmAktanfYSdKheRzVh1g10xDI2,visual,ui,modal_open,visual,challenge-03,,,,10:38:51
sLqSyzYnzDjZaYIAESgP,vLlWkjvqyFPgjAPK59lecUxyi8U2,aural,hint,aural_used,,challenge-03,,,,08:49:18
sLxnIeiIrrrb1DgPuhbk,4ymQ69qFixb38txdo6V1AMYF5dJ2,aural,hint,aural_used,,challenge-03,,,,12:18:13
sOpnhBwqtco4WECe8jNv,C6Ccvx84rmhhMsknuMMmSwJMewY2,reading,ui,modal_open,read,challenge-04,,,,06:58:48
sTEAHuZ623z7lTF27hgj,8X1U7kLmdWT6AlLSHuIDOxCHoLG3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,08:18:38
sVAdhAoHZtzCDEIkj2Cn,LoIPdj9b3Bat6I4WY2O9Q8G28h53,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,17:30:04
sWcOVR2la8sCsf0QSI2h,BIpLLcw6xbTXovdoOMhlvUaW4mN2,reading,ui,modal_open,read,challenge-03,,,,16:34:51
saN6hHIqCjHUGbMaZR4d,HC6DobM1znUfmngjUV25VB0tev82,visual,ui,modal_open,visual,challenge-01,,,,06:17:48
saz3MOYFwK3CzzXhcqJ6,QrjvafGaGDZUSx9UvBf14fNUUaB2,visual,ui,modal_open,visual,challenge-02,,,,20:37:53
sb6d5aShv1F9EYtmyEle,V28nGpkguqbckNGLX5670RFuNxG2,visual,ui,modal_open,visual,challenge-01,,,,06:06:04
sdCwxeEtRC0rFs9QupWr,SpkysL7WcUgpILEQovruJSrPCV43,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,07:53:23
sfe9ygIcyRsa42dyDOIj,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,aural,hint,aural_used,,challenge-03,,,,12:07:58
skc3iUzYT1KfEgKiNYs0,M8IOfNHJ3DPsU6GBcaI1irL29S13,reading,ui,modal_open,read,challenge-04,,,,05:12:39
snzZ9GialnJPXQZeDNsw,DnkAenl2GEbhjW7EyPYXMDGeFdY2,reading,ui,modal_open,read,challenge-03,,,,07:23:47
sqzX9AHHH8Y0mOv9y6tp,rguXmGwXyWVqrCNZS4VqAvrKPu22,visual,ui,modal_open,visual,challenge-04,,,,18:18:56
sugnAdA7qbkgogOBdlKO,iqgMc6MVDqRm8ZfdJ9g2Ct4BaPp2,visual,ui,modal_open,visual,challenge-01,,,,16:19:18
svGJtXn1ZOLStsOGAb5w,rVtjhDhqtObwesWjlsuiaC1RadE3,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,14:45:31
t3i3E4PRMRYmLuBzFZaH,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,visual,ui,modal_open,visual,challenge-03,,,,16:39:27
t7YP9zesgxrWPnW3FbbT,GXy533qOsQSoWSylQEvuEX3aYMV2,visual,ui,modal_open,visual,challenge-02,,,,14:17:37
tERsSTe8bsZu9yXyBQwT,HC6DobM1znUfmngjUV25VB0tev82,visual,ui,modal_open,visual,challenge-04,,,,06:37:58
tEsPUQQGOOhX5t4uCqN1,EduFuSCFqHgn1bYFL9sG2tKYl3P2,aural,hint,aural_used,,challenge-04,,,,10:02:41
tFweIdyRB52EpI6vCtMa,DDr9mZFMKqSFTOCMUQvS8x3Ygqo2,visual,ui,modal_open,visual,challenge-01,,,,04:48:00
tIxyxjgHUqoH1vwx1SFM,CZsguP73SxU2hbhbeap0KMbhoO02,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,20:10:51
tSrn60Uz3hs3TbBXnVel,lvNWs9Y5cCcELhjX7lcOKqkQhuI3,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,08:55:26
tTAn04oJPgt1EOxw4Jq0,EduFuSCFqHgn1bYFL9sG2tKYl3P2,visual,ui,modal_open,visual,challenge-02,,,,06:50:45
tWqiRNQpsMtUyT9xr2eC,A9KPkqQemsemhk5534b1HMgtPJ62,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,06:28:27
taa6ZIu3hln0Ckqw9iaf,JDHnWfMfawSVJd4pNW6XSqgJSb53,visual,ui,modal_open,visual,challenge-01,,,,15:23:01
thDv0FvWMwGdgzQDY2g7,i71cIKVq2bTcG1FmrGCIqmjKcn83,visual,ui,modal_open,visual,challenge-03,,,,18:06:45
ti9LiAkMqKmT0E01iQtJ,V1GIccJUruegbhv4QhivaNSWY5l2,reading,ui,modal_open,read,challenge-03,,,,16:30:14
tiLXty54KV9HoThU2CX7,kaiY9GQRfVeWi2xFO0KAalmK6tu2,visual,ui,modal_open,visual,challenge-04,,,,05:09:54
tiefpu482d8ElyHVHtmp,Z5SsoQMif2gZlanBymUeIFS0mQG3,visual,ui,modal_open,visual,challenge-01,,,,12:59:23
tljXKkZDZZJnIYUcwhZe,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,12:46:26
tnuctEXS1ulOJlFMhgTh,uMa0S9MSNXdYssSGFXZ5Je33hJy2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,09:28:53
toHbVjjrNioX8UlYEwCM,8jWQUtQbcnPJk8T21H1M6FTBXxn1,reading,ui,modal_open,read,challenge-02,,,,14:48:47
toL1sZyvNHDbQ0BddZvj,SpkysL7WcUgpILEQovruJSrPCV43,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,07:52:37
tqZigHhNA1Lceng228m6,Qtkcm5n0AJVlwEIB4F3Svphn2ei2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,15:20:07
tulyIhRCABCIUZLEHEEU,jS40Fs7C6Udlb3uEB2OiAHSm52F3,visual,ui,modal_open,visual,challenge-04,,,,10:21:48
tw5F7hYUz6e9oA5uFRst,vLlWkjvqyFPgjAPK59lecUxyi8U2,visual,ui,modal_open,visual,challenge-01,,,,09:12:03
txfzbaYm0yGDDZ12994b,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,visual,ui,modal_open,visual,challenge-04,,,,17:10:32
u16xuwouBjTm1XlKKXSi,S97PkOSSGSadfL4P6JxfTxhJXK32,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,19:13:11
u4P4xk961QbOvnTE46hD,1nyxhWBE11Xdk7Z01CwbQFOoG4n1,visual,ui,modal_open,visual,challenge-03,,,,14:14:47
u608a6muw35gFEWhcuTU,HegIlrhE2khmorQFkUVP4bF9mmJ2,visual,ui,modal_open,visual,challenge-02,,,,16:33:30
uGYPiCcHqCejL0WhYukk,DnkAenl2GEbhjW7EyPYXMDGeFdY2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,07:26:18
uIrd9tdI3F2k1wVUjpqz,wzbHGfHbyhO1q8k3FnB2y5kITFO2,reading,ui,modal_open,read,challenge-01,,,,03:27:35
uOfv9mVmIMNpCWnp6Yz2,6ykimlNvkkNuzvQM4EsYRxjKG6C3,visual,ui,modal_open,visual,challenge-03,,,,19:35:21
uPYfOVz35sTkPcXWUIxa,XRdmLLHtemNNFmHT9sD6wyBACGU2,visual,ui,modal_open,visual,challenge-03,,,,16:34:33
uUfGQFPe85rcGxjkKAZi,NBscVTaKtSMIbdAPL53zrm5s9cq2,visual,ui,modal_open,visual,challenge-02,,,,13:08:02
uVxOitAkkNPQmnyhd4oi,6lyR5GP55PaaMOEDVdro7PqULUm1,visual,ui,modal_open,visual,challenge-03,,,,20:41:00
uWwOrSqAJGZRhK9WwN83,YHkpceIBY5WHjrDXZISqYsrehdZ2,reading,ui,modal_open,read,challenge-03,,,,16:30:58
ubVsW4VTxG50bWTXnxf3,hWXtFxXLsWWxWNoDTFWRGW0Uzcg1,reading,ui,modal_open,read,challenge-02,,,,09:16:28
ubeEmTPxqnnZTUN6Sxld,dLd05AVgNFXONXvtJ7b3hkCd7rH2,visual,ui,modal_open,visual,challenge-02,,,,16:05:58
ucdQYx0uCzDi0W4jNW4g,C6Ccvx84rmhhMsknuMMmSwJMewY2,visual,ui,modal_open,visual,challenge-02,,,,06:38:00
uhk2UE2abiZjFgV1B69T,HC6DobM1znUfmngjUV25VB0tev82,visual,ui,modal_open,visual,challenge-03,,,,06:31:29
unlfxe8X70Pr1eP3ZkJl,gf9guM95zAPjbbs3GPG9JRSNE6r1,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-2,1.0,1.0,17:35:12
upCNc28CtZvrdv2cgfZP,OohtQ6fIyYaVBb9NMaq1i5YoeXH2,aural,hint,aural_used,,challenge-03,,,,17:21:49
ur8VUOHYrC5gPENfX800,YTG2V2iL15SWF9pIYcL0yZCVgfe2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,04:03:28
urxQ1JLv9SzBdE70XsVd,kPC2FntHFVXYAdwgIIQUHgP8RZ33,reading,ui,modal_open,read,challenge-01,,,,16:38:38
utZMoX22GnX7TejpceGQ,ay0IVhmrggfLbyyxcaJNGdkw6kn1,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-3,2.0,1.0,17:01:32
uxL0lfQ46Iqzd0xxNYac,0FmhNnLbjLbHtxcxbee1Oz3lCSA2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,07:01:47
v8dVEDyNf6aZ6HiCrVsB,1nyxhWBE11Xdk7Z01CwbQFOoG4n1,visual,ui,modal_open,visual,challenge-02,,,,14:53:31
vBut0Rpx80hQOvM91Wp1,EoPZKTu3abRXQE9vBGTEs8GziDk1,visual,ui,modal_open,visual,challenge-01,,,,13:55:05
vCbzM7bANYLas6zUKORm,ay0IVhmrggfLbyyxcaJNGdkw6kn1,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,16:58:00
vD5qesd3D5cFKT9zahAa,Pnl75JP8WWQbForN7wcnCu5PCE93,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,07:07:45
vDq5vagRQbN5HekAMuZ5,1nyxhWBE11Xdk7Z01CwbQFOoG4n1,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,14:25:19
vEIw5hCqH9a9cZWeVaXY,l25ZEPmtAaf9IgYYXl6Yk5KjKng2,visual,ui,modal_open,visual,challenge-03,,,,16:10:39
vHau5PDkaEFMf5sqjOdM,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,reading,ui,modal_open,read,challenge-04,,,,17:09:12
vR9JvnHW9AAxocxkYzgi,e0QPOPuIN9c2S1v9AG1wSRVqcrI3,visual,ui,modal_open,visual,challenge-01,,,,08:39:27
vRcaXE3Kzlj6twpiDWwL,cE9VlSTzmaZpmywYk5q4WKhBf6u1,reading,ui,modal_open,read,challenge-02,,,,09:00:31
vU7ljIcu9HeShEv6rCOw,SaeWEsUnobhFbiZb7CeLbjfYvj72,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,05:19:02
vUOEPvj7B0kl73Fk8ZcO,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,reading,ui,modal_open,read,challenge-01,,,,17:20:10
vUaLoZ9GyWznBwppbM4H,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,visual,ui,modal_open,visual,challenge-02,,,,12:25:22
vXjyuPjZe6NS7jaMbG5O,SpkysL7WcUgpILEQovruJSrPCV43,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,07:59:45
vY8mEgGmD5IeSh0dlnfZ,suG5O6R21eMDKumAII2D3rom6TQ2,reading,ui,modal_open,read,challenge-03,,,,08:23:31
vYzrKAS9xkbpeHJf2cVr,cE9VlSTzmaZpmywYk5q4WKhBf6u1,visual,ui,modal_open,visual,challenge-02,,,,09:00:37
vZ2WDGNS67vXnvTZ2LZJ,LoIPdj9b3Bat6I4WY2O9Q8G28h53,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,17:31:20
vZAhGFnLZGLjL2r1dcep,suG5O6R21eMDKumAII2D3rom6TQ2,aural,hint,aural_used,,challenge-03,,,,08:23:17
vkPGprDQNzhYHWV5yxZu,A9KPkqQemsemhk5534b1HMgtPJ62,visual,ui,modal_open,visual,challenge-03,,,,06:24:32
vkWTF8GAwO0SFz2DJWJz,M8IOfNHJ3DPsU6GBcaI1irL29S13,reading,ui,modal_open,read,challenge-04,,,,05:10:00
vlYUhJF28VeWlBVAQDQT,QrjvafGaGDZUSx9UvBf14fNUUaB2,reading,ui,modal_open,read,challenge-02,,,,19:24:38
vrDKzUWVzXElulIt8Cna,Ydgxx4mH05RVTV0PqsdNOss3UYw2,reading,ui,modal_open,read,challenge-03,,,,15:43:30
w2Dq1gpiyupdzZF4HhZ8,kBKjwKZ1F8Tk5DDGomvuNSCRgh72,reading,ui,modal_open,read,challenge-04,,,,17:13:00
w539ru3iBXmSQ6Qhs6R4,GxCoyV4vGVagPohgj7APOrLCAjs2,visual,ui,modal_open,visual,challenge-02,,,,14:29:29
w55JE8j6Y3xgOGcRRqJN,e0QPOPuIN9c2S1v9AG1wSRVqcrI3,visual,ui,modal_open,visual,challenge-02,,,,08:49:53
w8pRDX2DEIUyrQ89ttcN,JDHnWfMfawSVJd4pNW6XSqgJSb53,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,17:58:56
w9Maqsko0RtbKaEhR3Lr,dvdCoJqbFfcxP1rvUeJWot86Wiv1,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-3,2.0,1.0,08:54:16
w9gdLLc3Bs2LyRBzLiNI,qzojRqsLMoOzMSHIXQBRpO88XHe2,visual,ui,modal_open,visual,challenge-04,,,,16:22:43
wK4aIFaIUugbOEzLOEsx,qzojRqsLMoOzMSHIXQBRpO88XHe2,visual,ui,modal_open,visual,challenge-04,,,,16:20:51
wKqOlcHPDznXXdCshLhQ,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,reading,ui,modal_open,read,challenge-03,,,,12:08:20
wLHIcr9HJ2F8O869J5Rj,A4jNJ7YkZRUXxEuM6xDnsneFEii1,aural,hint,aural_used,,challenge-01,,,,19:31:17
wNYVwd2Kdxgi5M3ZB99L,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,aural,hint,aural_used,,challenge-04,,,,12:43:08
wOHYvb431QgeAiHmZ7MX,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-2,1.0,1.0,17:12:22
wOpFvRG1PG1l1ar8RE3v,NPv1dnxXGtTEdgn7Hpq0sf0KrhD3,aural,hint,aural_used,,challenge-01,,,,16:08:57
wQQMxRyKIdoTJcr4hmht,S7FtLuMd2YZ15UZAwmQM9NB1aMH3,reading,ui,modal_open,read,challenge-04,,,,17:10:24
wZk2vJ6gN1T0PM6gSkXY,uwRIIGr8e8OroN0bHN2cVomJQcS2,reading,ui,modal_open,read,challenge-03,,,,14:58:08
weFtxVMkGIgtobQWTY4Y,8X1U7kLmdWT6AlLSHuIDOxCHoLG3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-1,0.0,1.0,08:17:16
weOIv0mYmYyS8GePEHiM,aE2PuO5auaZjzXsUshsNDlQxGza2,reading,ui,modal_open,read,challenge-02,,,,14:50:04
wevVfGJ3ZOjdKkl6P12P,qyNNtEcuqNPEAxFk1cD6Er56Oms1,visual,ui,modal_open,visual,challenge-03,,,,18:05:16
wgUVLOzQ17sM6cjpWbWZ,JFdJEebP0QdhEV4q1XE5Js2aqzb2,reading,ui,modal_open,read,challenge-02,,,,11:04:42
wgmFnQPjcswvIcioI8qV,ay0IVhmrggfLbyyxcaJNGdkw6kn1,reading,ui,modal_open,read,challenge-01,,,,09:49:19
